time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-01-28T05:30:22.000Z,59.6994,-153.1661,107.3,4.5,ml,159,71.9999942400005,,0.86,ak,ak12542862,2016-02-04T21:10:00.357Z,"76km W of Anchor Point, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-01-28T03:46:53.020Z,1.0487,-28.1224,10,5,mb,,101,10.343,0.6,us,us20004v8g,2016-01-29T00:46:31.444Z,"Central Mid-Atlantic Ridge",earthquake,9.4,1.8,0.09,40,reviewed,us,us
2016-01-27T23:21:20.020Z,-16.2279,-172.7414,10,4.8,mb,,100,13.246,0.62,us,us20004v7g,2016-01-29T00:50:05.278Z,"112km ESE of Hihifo, Tonga",earthquake,9.7,1.9,0.094,35,reviewed,us,us
2016-01-27T19:03:35.340Z,-17.8293,-178.6384,563.95,4.6,mb,,138,3.153,0.81,us,us20004v4l,2016-02-23T22:03:11.391Z,"262km SE of Lambasa, Fiji",earthquake,14.4,8.7,0.084,42,reviewed,us,us
2016-01-27T15:27:36.960Z,-23.8596,-171.6987,10,4.6,mb,,267,7.737,1.38,us,us20004wbr,2016-02-08T01:01:18.003Z,"Tonga region",earthquake,9.7,2,0.141,15,reviewed,us,us
2016-01-27T15:11:17.570Z,1.0315,-28.1425,10,5.7,mwc,,34,10.317,1.08,us,us20004v38,2016-02-17T05:55:30.244Z,"Central Mid-Atlantic Ridge",earthquake,9.2,1.8,0.066,22,reviewed,us,us
2016-01-27T13:41:11.410Z,-22.626,170.9733,36.69,4.5,mb,,87,2.958,0.9,us,us20004wbp,2016-02-18T13:17:00.744Z,"113km WSW of Ile Hunter, New Caledonia",earthquake,11,5.7,0.192,8,reviewed,us,us
2016-01-27T13:16:35.000Z,-30.662,-71.688,33,4.5,mwr,,,,0.88,us,us20004v1z,2016-02-18T07:18:33.978Z,"47km W of Ovalle, Chile",earthquake,6.5,4,0.044,50,reviewed,guc,us
2016-01-27T06:32:08.910Z,35.7313,-3.5226,10,4.9,mb,,58,2.293,1.15,us,us20004uze,2016-01-27T22:02:39.358Z,"64km N of Boudinar, Morocco",earthquake,7.6,1.9,0.036,268,reviewed,us,us
2016-01-27T05:46:45.500Z,-6.1318,148.9774,70.89,4.8,mb,,82,3.713,0.46,us,us20004uz3,2016-01-29T00:49:35.040Z,"64km W of Kandrian, Papua New Guinea",earthquake,7.7,6,0.109,26,reviewed,us,us
2016-01-27T01:40:16.840Z,-2.8601,128.0692,45.87,4.7,mb,,79,3.675,1.13,us,us20004uxi,2016-02-05T01:49:23.502Z,"26km NNW of Piru, Indonesia",earthquake,6.9,6.1,0.08,47,reviewed,us,us
2016-01-27T01:27:02.890Z,-20.6141,-173.6659,10,5.2,mb,,82,3.837,1.44,us,us20004uxf,2016-02-05T01:36:32.774Z,"115km SE of Pangai, Tonga",earthquake,8.6,1.7,0.058,97,reviewed,us,us
2016-01-27T01:24:30.550Z,8.3122,137.7608,10,5.1,mb,,24,11.148,1.11,us,us20004uxe,2016-02-04T06:13:09.871Z,"34km ESE of Ngulu, Micronesia",earthquake,9.3,1.2,0.05,128,reviewed,us,us
2016-01-26T23:19:08.920Z,36.7505,69.8663,308.33,5.2,mb,,38,0.68,0.82,us,us20004uwb,2016-02-03T04:41:21.872Z,"19km N of Farkhar, Afghanistan",earthquake,6.2,4,0.035,273,reviewed,us,us
2016-01-26T22:06:06.900Z,-5.2418,153.1785,36.37,5,mb,,115,1.453,0.93,us,us20004uva,2016-01-29T00:46:50.633Z,"87km S of Taron, Papua New Guinea",earthquake,8.8,7.8,0.089,40,reviewed,us,us
2016-01-26T21:59:57.990Z,-10.3797,119.4192,36.07,5.1,mb,,67,3.276,1.23,us,us20004uv8,2016-01-29T00:50:09.933Z,"69km S of Padedewatu, Indonesia",earthquake,7,7.3,0.08,51,reviewed,us,us
2016-01-26T21:34:11.900Z,-5.2793,153.1558,38.41,5.1,mb,,69,1.465,0.76,us,us20004uuy,2016-01-29T00:45:58.109Z,"90km S of Taron, Papua New Guinea",earthquake,8.4,7.6,0.075,58,reviewed,us,us
2016-01-26T20:03:43.620Z,-5.2726,153.1911,10,5.3,mwb,,16,1.484,0.9,us,us20004uu1,2016-02-05T15:54:45.000Z,"90km S of Taron, Papua New Guinea",earthquake,7.2,1.6,0.078,16,reviewed,us,us
2016-01-26T19:22:01.840Z,-5.3506,153.2565,39.76,4.6,mb,,96,1.585,0.96,us,us20004utq,2016-01-29T00:47:28.585Z,"100km SSE of Taron, Papua New Guinea",earthquake,7.2,7.6,0.083,43,reviewed,us,us
2016-01-26T17:51:29.900Z,-9.366,158.0532,35.65,5.2,mb,,32,1.87,1.07,us,us20004usw,2016-01-29T00:49:15.438Z,"181km SW of Dadali, Solomon Islands",earthquake,6.1,7.1,0.046,156,reviewed,us,us
2016-01-26T16:34:26.150Z,-33.8165,-178.8393,10,4.8,mb,,82,4.4,1.16,us,us20004vl8,2016-02-22T17:25:11.389Z,"264km S of L'Esperance Rock, New Zealand",earthquake,7.1,1.9,0.116,23,reviewed,us,us
2016-01-26T16:06:14.790Z,-17.8646,172.9462,10,4.6,mb,,148,4.866,0.4,us,us20004vl5,2016-02-22T17:05:08.670Z,"Vanuatu region",earthquake,13.5,2,0.206,8,reviewed,us,us
2016-01-26T16:05:41.250Z,21.7895,121.2993,10,4.8,mb,,111,1.043,1.07,us,us20004uq8,2016-02-22T14:40:27.249Z,"62km ESE of Hengchun, Taiwan",earthquake,5.8,1.8,0.075,54,reviewed,us,us
2016-01-26T15:55:18.220Z,-21.9192,-175.3559,54.96,4.8,mb,,88,5.821,1.05,us,us20004uq5,2016-02-21T21:48:21.821Z,"77km SSW of `Ohonua, Tonga",earthquake,9.9,6.4,0.08,49,reviewed,us,us
2016-01-26T15:47:58.770Z,-5.2952,153.1961,32.91,5,mb,,74,1.503,0.9,us,us20004uq4,2016-02-21T21:34:13.986Z,"93km S of Taron, Papua New Guinea",earthquake,6,4.3,0.065,74,reviewed,us,us
2016-01-26T15:38:56.680Z,22.7109,144.1318,35,4.8,mb,,63,4.71,0.83,us,us20004uq3,2016-02-21T21:28:59.244Z,"253km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,10.3,1.9,0.054,104,reviewed,us,us
2016-01-26T15:36:54.680Z,0.5192,-28.7917,10,4.5,mb,,114,9.494,0.66,us,us20004vl4,2016-02-21T21:25:33.872Z,"Central Mid-Atlantic Ridge",earthquake,11.3,1.8,0.145,14,reviewed,us,us
2016-01-26T14:59:59.380Z,36.3695,70.5351,146.4,4.5,mb,,75,0.755,0.49,us,us20004upx,2016-02-21T20:29:56.956Z,"43km NNW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,4.4,6,0.135,16,reviewed,us,us
2016-01-26T13:50:00.980Z,-49.3451,125.1764,9.19,4.8,mb,,84,16.614,1.3,us,us20004upg,2016-02-21T17:41:51.653Z,"Western Indian-Antarctic Ridge",earthquake,9.8,4.6,0.105,28,reviewed,us,us
2016-01-26T11:37:43.800Z,38.2843,141.9514,56.19,4.7,mb,,96,1.006,1.12,us,us20004unx,2016-01-26T12:01:19.050Z,"58km ESE of Ishinomaki, Japan",earthquake,4.4,7.2,0.08,47,reviewed,us,us
2016-01-26T09:08:54.660Z,-30.1543,-71.9363,11.28,4.8,mb,,150,0.579,1,us,us20004uml,2016-01-27T17:34:31.923Z,"61km WSW of Coquimbo, Chile",earthquake,5.3,4.8,0.063,79,reviewed,us,us
2016-01-26T08:45:42.210Z,46.8904,152.6884,74.89,4.5,mb,,96,6.8,1.13,us,us20004vku,2016-02-06T13:25:13.696Z,"Kuril Islands",earthquake,10.7,6.4,0.1,29,reviewed,us,us
2016-01-26T05:05:18.510Z,51.1966,157.4243,70.57,4.8,mb,,120,1.922,0.81,us,us20004ulw,2016-01-29T00:45:47.900Z,"71km ESE of Ozernovskiy, Russia",earthquake,9.1,6.7,0.036,237,reviewed,us,us
2016-01-26T03:46:36.770Z,-20.5656,-177.5532,508.35,5.2,mb,,39,5.012,1.29,us,us20004ule,2016-01-29T00:45:43.954Z,"119km E of Ndoi Island, Fiji",earthquake,10.9,7.1,0.039,217,reviewed,us,us
2016-01-26T03:10:23.480Z,-5.3308,153.1682,43.85,5.8,mwp,,36,1.511,1.12,us,us20004uks,2016-02-04T20:11:25.000Z,"96km S of Taron, Papua New Guinea",earthquake,6.7,5.8,0.041,82,reviewed,us,us
2016-01-26T02:31:48.920Z,-17.0246,-177.0052,10,5.3,mb,,133,4.773,0.96,us,us20004ukm,2016-01-29T00:45:29.600Z,"Fiji region",earthquake,10.3,1.9,0.048,147,reviewed,us,us
2016-01-26T00:30:45.730Z,-29.5103,-178.6049,335.77,4.5,mb,,133,0.646,1.09,us,us20004vke,2016-02-13T22:34:38.619Z,"73km WSW of Raoul Island, New Zealand",earthquake,7.6,10.3,0.314,3,reviewed,us,us
2016-01-26T00:19:10.120Z,-32.5926,-71.8416,8.37,4.8,mwr,,115,0.462,0.74,us,us20004ujc,2016-02-12T04:17:24.925Z,"53km NNW of Valparaiso, Chile",earthquake,4.9,3.1,0.047,44,reviewed,us,us
2016-01-25T23:02:11.990Z,-54.2724,-55.5984,10,4.7,mb,,145,2.998,1.11,us,us20004vk9,2016-02-12T04:54:24.236Z,"Falkland Islands region",earthquake,7.8,1.9,0.153,13,reviewed,us,us
